Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B Cyclist,North Strand Rd S/B,North Strand Rd S/B Cyclist IN,North Strand Rd S/B Cyclist OUT,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
09/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,3,1,0,,,,,,,6,1,5
09/01/2025 03:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,5,4,1,0,,,,,,,2,0,2
09/01/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,3,1,2,0,,,,,,,2,0,2
09/01/2025 05:00,,,,1,0,1,2,1,1,,,,0,0,0,4,4,0,2,2,0,27,5,22,0,,,,,,,2,0,2
09/01/2025 06:00,,,,5,1,4,11,8,3,,,,0,0,0,7,7,0,6,6,0,67,8,59,0,,,,,,,7,0,7
09/01/2025 07:00,,,,14,7,7,21,16,5,,,,0,0,0,11,11,0,9,9,0,131,26,105,0,,,,,,,15,0,15
09/01/2025 08:00,,,,15,6,9,28,21,7,,,,0,0,0,16,16,0,26,26,0,316,46,270,0,,,,,,,35,1,34
09/01/2025 09:00,,,,15,8,7,17,15,2,,,,0,0,0,8,8,0,5,5,0,149,20,129,0,,,,,,,24,1,23
09/01/2025 10:00,,,,6,2,4,14,9,5,,,,0,0,0,5,5,0,3,3,0,56,16,40,0,,,,,,,14,0,14
09/01/2025 11:00,,,,16,7,9,21,11,10,,,,0,0,0,5,5,0,3,3,0,50,17,33,0,,,,,,,27,1,26
09/01/2025 12:00,,,,18,7,11,22,9,13,,,,0,0,0,3,3,0,2,2,0,73,29,44,0,,,,,,,43,0,43
09/01/2025 13:00,,,,24,13,11,25,10,15,,,,0,0,0,7,7,0,5,5,0,84,37,47,0,,,,,,,45,0,45
09/01/2025 14:00,,,,14,8,6,22,13,9,,,,0,0,0,16,16,0,2,2,0,70,46,24,0,,,,,,,45,1,44
09/01/2025 15:00,,,,13,9,4,23,9,14,,,,0,0,0,24,24,0,16,16,0,80,48,32,0,,,,,,,35,0,35
09/01/2025 16:00,,,,19,5,14,32,10,22,,,,0,0,0,27,27,0,7,7,0,142,96,46,0,,,,,,,73,0,73
09/01/2025 17:00,,,,21,8,13,41,11,30,,,,0,0,0,18,18,0,11,11,0,214,154,60,0,,,,,,,97,0,97
09/01/2025 18:00,,,,21,5,16,36,9,27,,,,0,0,0,11,11,0,9,9,0,166,116,50,0,,,,,,,62,1,61
09/01/2025 19:00,,,,11,1,10,24,8,16,,,,0,0,0,11,11,0,4,4,0,118,77,41,0,,,,,,,55,0,55
09/01/2025 20:00,,,,5,1,4,12,4,8,,,,0,0,0,9,9,0,5,5,0,75,41,34,0,,,,,,,46,0,46
09/01/2025 21:00,,,,2,0,2,3,0,3,,,,0,0,0,5,5,0,4,4,0,43,30,13,0,,,,,,,28,0,28
09/01/2025 22:00,,,,2,0,2,1,0,1,,,,0,0,0,5,5,0,3,3,0,36,27,9,0,,,,,,,18,0,18
09/01/2025 23:00,,,,3,3,0,4,4,0,,,,0,0,0,0,0,0,1,1,0,16,12,4,0,,,,,,,19,0,19
10/01/2025 00:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,11,6,5,0,,,,,,,9,0,9
10/01/2025 01:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,3,0,3
10/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,3,2,1,0,,,,,,,4,0,4
10/01/2025 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,5,4,1,0,,,,,,,0,0,0
10/01/2025 04:00,,,,0,0,0,2,0,2,,,,0,0,0,0,0,0,1,1,0,7,2,5,0,,,,,,,2,0,2
10/01/2025 05:00,,,,3,2,1,7,5,2,,,,0,0,0,5,5,0,2,2,0,24,3,21,0,,,,,,,1,0,1
10/01/2025 06:00,,,,5,4,1,7,6,1,,,,0,0,0,6,6,0,7,7,0,68,12,56,0,,,,,,,9,0,9
10/01/2025 07:00,,,,13,10,3,25,18,7,,,,0,0,0,13,13,0,7,7,0,130,30,100,0,,,,,,,12,0,12
10/01/2025 08:00,,,,13,10,3,19,15,4,,,,0,0,0,24,24,0,22,22,0,258,47,211,0,,,,,,,28,1,27
10/01/2025 09:00,,,,11,7,4,22,14,8,,,,0,0,0,8,8,0,7,7,0,145,27,118,0,,,,,,,24,0,24
10/01/2025 10:00,,,,10,4,6,21,14,7,,,,0,0,0,7,7,0,4,4,0,59,18,41,0,,,,,,,20,0,20
10/01/2025 11:00,,,,16,9,7,20,9,11,,,,0,0,0,8,8,0,6,6,0,60,22,38,0,,,,,,,21,0,21
10/01/2025 12:00,,,,26,11,15,32,16,16,,,,0,0,0,6,6,0,1,1,0,86,38,48,0,,,,,,,44,0,44
10/01/2025 13:00,,,,33,15,18,45,20,25,,,,0,0,0,27,27,0,9,9,0,106,55,51,0,,,,,,,50,0,50
10/01/2025 14:00,,,,19,13,6,30,15,15,,,,0,0,0,18,18,0,8,8,0,89,48,41,0,,,,,,,37,1,36
10/01/2025 15:00,,,,31,18,13,31,19,12,,,,0,0,0,22,22,0,13,13,0,116,69,47,0,,,,,,,41,0,41
10/01/2025 16:00,,,,16,5,11,27,8,19,,,,0,0,0,23,23,0,11,11,0,136,80,56,0,,,,,,,61,0,61
10/01/2025 17:00,,,,29,8,21,55,17,38,,,,0,0,0,16,16,0,10,10,0,204,149,55,0,,,,,,,101,0,101
10/01/2025 18:00,,,,27,10,17,37,18,19,,,,0,0,0,15,15,0,11,11,0,154,109,45,0,,,,,,,87,0,87
10/01/2025 19:00,,,,14,3,11,24,5,19,,,,0,0,0,8,8,0,9,9,0,88,57,31,0,,,,,,,65,1,64
10/01/2025 20:00,,,,6,4,2,17,9,8,,,,0,0,0,11,11,0,5,5,0,71,46,25,0,,,,,,,62,0,62
10/01/2025 21:00,,,,5,4,1,6,3,3,,,,0,0,0,4,4,0,4,4,0,59,38,21,0,,,,,,,54,0,54
10/01/2025 22:00,,,,2,1,1,5,0,5,,,,0,0,0,3,3,0,4,4,0,38,27,11,0,,,,,,,31,0,31
10/01/2025 23:00,,,,2,1,1,2,0,2,,,,0,0,0,2,2,0,2,2,0,31,21,10,0,,,,,,,26,0,26
11/01/2025 00:00,,,,1,1,0,2,0,2,,,,0,0,0,1,1,0,0,0,0,15,10,5,0,,,,,,,14,0,14
11/01/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,2,2,0,0,0,0,14,11,3,0,,,,,,,1,0,1
11/01/2025 02:00,,,,2,1,1,1,0,1,,,,0,0,0,0,0,0,0,0,0,7,4,3,0,,,,,,,15,0,15
11/01/2025 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,7,0,7
11/01/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,3,2,0,,,,,,,6,0,6
11/01/2025 05:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,16,6,10,0,,,,,,,2,0,2
11/01/2025 06:00,,,,1,1,0,2,2,0,,,,0,0,0,2,2,0,3,3,0,20,7,13,0,,,,,,,2,0,2
11/01/2025 07:00,,,,9,4,5,10,5,5,,,,0,0,0,2,2,0,2,2,0,38,14,24,0,,,,,,,7,0,7
11/01/2025 08:00,,,,16,7,9,31,13,18,,,,0,0,0,5,5,0,9,9,0,46,13,33,0,,,,,,,4,0,4
11/01/2025 09:00,,,,46,23,23,71,24,47,,,,0,0,0,9,9,0,10,10,0,50,12,38,0,,,,,,,11,0,11
11/01/2025 10:00,,,,62,30,32,93,43,50,,,,0,0,0,8,8,0,8,8,0,61,17,44,0,,,,,,,24,1,23
11/01/2025 11:00,,,,76,38,38,111,61,50,,,,0,0,0,7,7,0,11,11,0,73,23,50,0,,,,,,,40,0,40
11/01/2025 12:00,,,,65,32,33,88,51,37,,,,0,0,0,12,12,0,7,7,0,73,29,44,0,,,,,,,52,1,51
11/01/2025 13:00,,,,57,31,26,90,46,44,,,,0,0,0,9,9,0,11,11,0,70,31,39,0,,,,,,,53,1,52
11/01/2025 14:00,,,,54,30,24,70,30,40,,,,0,0,0,13,13,0,5,5,0,82,31,51,0,,,,,,,42,0,42
11/01/2025 15:00,,,,52,23,29,78,33,45,,,,0,0,0,12,12,0,6,6,0,86,48,38,0,,,,,,,51,0,51
11/01/2025 16:00,,,,38,22,16,59,31,28,,,,0,0,0,6,6,0,11,11,0,82,39,43,0,,,,,,,47,0,47
11/01/2025 17:00,,,,21,10,11,35,16,19,,,,0,0,0,8,8,0,16,16,0,70,31,39,0,,,,,,,55,0,55
11/01/2025 18:00,,,,9,4,5,23,10,13,,,,0,0,0,9,9,0,6,6,0,110,50,60,0,,,,,,,52,0,52
11/01/2025 19:00,,,,9,2,7,17,7,10,,,,0,0,0,6,6,0,10,10,0,79,40,39,0,,,,,,,29,0,29
11/01/2025 20:00,,,,6,3,3,25,12,13,,,,0,0,0,9,9,0,5,5,0,54,32,22,0,,,,,,,23,0,23
11/01/2025 21:00,,,,5,4,1,7,4,3,,,,0,0,0,4,4,0,5,5,0,27,14,13,0,,,,,,,22,0,22
11/01/2025 22:00,,,,2,2,0,4,1,3,,,,0,0,0,4,4,0,3,3,0,25,17,8,0,,,,,,,15,0,15
11/01/2025 23:00,,,,2,0,2,8,2,6,,,,0,0,0,5,5,0,0,0,0,33,22,11,0,,,,,,,14,0,14
12/01/2025 00:00,,,,1,0,1,0,0,0,,,,0,0,0,2,2,0,1,1,0,24,12,12,0,,,,,,,21,0,21
12/01/2025 01:00,,,,1,1,0,2,1,1,,,,0,0,0,2,2,0,0,0,0,14,12,2,0,,,,,,,7,0,7
12/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,7,6,1,0,,,,,,,15,0,15
12/01/2025 03:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,4,1,0,,,,,,,12,0,12
12/01/2025 04:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,2,2,0,0,,,,,,,7,1,6
12/01/2025 05:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,8,5,3,0,,,,,,,6,0,6
12/01/2025 06:00,,,,4,2,2,5,2,3,,,,0,0,0,2,2,0,0,0,0,17,4,13,0,,,,,,,1,0,1
12/01/2025 07:00,,,,7,2,5,14,3,11,,,,0,0,0,3,3,0,0,0,0,24,11,13,0,,,,,,,8,0,8
12/01/2025 08:00,,,,55,21,34,73,30,43,,,,0,0,0,3,3,0,4,4,0,28,9,19,0,,,,,,,5,0,5
12/01/2025 09:00,,,,127,55,72,142,53,89,,,,0,0,0,6,6,0,10,10,0,39,14,25,0,,,,,,,18,0,18
12/01/2025 10:00,,,,131,49,82,162,63,99,,,,0,0,0,12,12,0,5,5,0,46,14,32,0,,,,,,,16,0,16
12/01/2025 11:00,,,,130,59,71,165,82,83,,,,0,0,0,11,11,0,13,13,0,71,29,42,0,,,,,,,17,0,17
12/01/2025 12:00,,,,133,69,64,192,108,84,,,,0,0,0,9,9,0,13,13,0,61,29,32,0,,,,,,,41,0,41
12/01/2025 13:00,,,,96,53,43,144,70,74,,,,0,0,0,17,17,0,8,8,0,78,27,51,0,,,,,,,34,0,34
12/01/2025 14:00,,,,87,45,42,111,56,55,,,,0,0,0,12,12,0,11,11,0,72,29,43,0,,,,,,,38,0,38
12/01/2025 15:00,,,,72,40,32,82,38,44,,,,0,0,0,12,12,0,6,6,0,78,33,45,0,,,,,,,46,0,46
12/01/2025 16:00,,,,40,23,17,56,34,22,,,,0,0,0,13,13,0,6,6,0,69,34,35,0,,,,,,,44,2,42
12/01/2025 17:00,,,,14,6,8,26,16,10,,,,0,0,0,3,3,0,3,3,0,71,37,34,0,,,,,,,48,0,48
12/01/2025 18:00,,,,16,8,8,27,12,15,,,,0,0,0,10,10,0,2,2,0,68,33,35,0,,,,,,,53,1,52
12/01/2025 19:00,,,,12,6,6,21,12,9,,,,0,0,0,1,1,0,4,4,0,66,39,27,0,,,,,,,44,0,44
12/01/2025 20:00,,,,8,4,4,26,12,14,,,,0,0,0,2,2,0,3,3,0,53,36,17,0,,,,,,,39,0,39
12/01/2025 21:00,,,,4,4,0,15,9,6,,,,0,0,0,2,2,0,6,6,0,31,20,11,0,,,,,,,28,0,28
12/01/2025 22:00,,,,2,0,2,2,1,1,,,,0,0,0,1,1,0,2,2,0,29,24,5,0,,,,,,,31,0,31
12/01/2025 23:00,,,,2,1,1,2,0,2,,,,0,0,0,3,3,0,1,1,0,15,8,7,0,,,,,,,15,0,15
13/01/2025 00:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,11,7,4,0,,,,,,,9,0,9
13/01/2025 01:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,,,,,,0,0,0
13/01/2025 02:00,,,,1,0,1,1,0,1,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,1,0,1
13/01/2025 03:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,1,0,1
13/01/2025 04:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,2,0,2
13/01/2025 05:00,,,,3,2,1,3,2,1,,,,0,0,0,4,4,0,6,6,0,32,5,27,0,,,,,,,4,0,4
13/01/2025 06:00,,,,12,11,1,25,21,4,,,,0,0,0,7,7,0,4,4,0,114,22,92,0,,,,,,,6,0,6
13/01/2025 07:00,,,,46,37,9,65,47,18,,,,0,0,0,13,13,0,19,19,0,271,61,210,0,,,,,,,22,0,22
13/01/2025 08:00,,,,71,60,11,109,90,19,,,,0,0,0,48,48,0,69,69,0,566,75,491,0,,,,,,,53,0,53
13/01/2025 09:00,,,,35,24,11,47,36,11,,,,0,0,0,9,9,0,14,14,0,171,21,150,0,,,,,,,21,0,21
13/01/2025 10:00,,,,29,18,11,36,20,16,,,,0,0,0,20,20,0,10,10,0,79,23,56,0,,,,,,,18,0,18
13/01/2025 11:00,,,,33,17,16,52,22,30,,,,0,0,0,11,11,0,10,10,0,76,34,42,0,,,,,,,20,0,20
13/01/2025 12:00,,,,28,16,12,51,26,25,,,,0,0,0,11,11,0,20,20,0,62,27,35,0,,,,,,,44,2,42
13/01/2025 13:00,,,,32,17,15,49,17,32,,,,0,0,0,9,9,0,5,5,0,91,44,47,0,,,,,,,40,1,39
13/01/2025 14:00,,,,25,14,11,38,17,21,,,,0,0,0,19,19,0,6,6,0,107,63,44,0,,,,,,,45,0,45
13/01/2025 15:00,,,,27,9,18,49,14,35,,,,0,0,0,48,48,0,13,13,0,113,76,37,0,,,,,,,46,0,46
13/01/2025 16:00,,,,36,14,22,57,14,43,,,,0,0,0,39,39,0,19,19,0,192,131,61,0,,,,,,,99,0,99
13/01/2025 17:00,,,,70,9,61,122,23,99,,,,0,0,0,34,34,0,27,27,0,372,279,93,0,,,,,,,169,0,169
13/01/2025 18:00,,,,53,10,43,111,18,93,,,,0,0,0,21,21,0,19,19,0,248,183,65,0,,,,,,,112,0,112
13/01/2025 19:00,,,,29,8,21,43,13,30,,,,0,0,0,6,6,0,12,12,0,131,96,35,0,,,,,,,67,0,67
13/01/2025 20:00,,,,16,9,7,38,13,25,,,,0,0,0,6,6,0,10,10,0,94,57,37,0,,,,,,,30,1,29
13/01/2025 21:00,,,,13,6,7,17,6,11,,,,0,0,0,3,3,0,7,7,0,66,40,26,0,,,,,,,30,0,30
13/01/2025 22:00,,,,3,2,1,4,1,3,,,,0,0,0,6,6,0,5,5,0,38,23,15,0,,,,,,,29,0,29
13/01/2025 23:00,,,,1,1,0,2,0,2,,,,0,0,0,1,1,0,0,0,0,17,10,7,0,,,,,,,17,0,17
14/01/2025 00:00,,,,4,1,3,4,1,3,,,,0,0,0,0,0,0,1,1,0,15,10,5,0,,,,,,,9,0,9
14/01/2025 01:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,3,1,2,0,,,,,,,3,0,3
14/01/2025 02:00,,,,0,0,0,1,0,1,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,0,0,0
14/01/2025 03:00,,,,2,1,1,2,0,2,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,1,0,1
14/01/2025 04:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,1,0,1
14/01/2025 05:00,,,,8,3,5,12,4,8,,,,0,0,0,6,6,0,4,4,0,38,10,28,0,,,,,,,2,0,2
14/01/2025 06:00,,,,24,19,5,34,27,7,,,,0,0,0,9,9,0,6,6,0,135,26,109,0,,,,,,,10,0,10
14/01/2025 07:00,,,,73,60,13,100,78,22,,,,0,0,0,17,17,0,24,24,0,318,68,250,0,,,,,,,23,0,23
14/01/2025 08:00,,,,92,74,18,155,123,32,,,,0,0,0,46,46,0,89,89,0,752,105,647,0,,,,,,,46,2,44
14/01/2025 09:00,,,,45,31,14,71,46,25,,,,0,0,0,17,17,0,20,20,0,282,49,233,0,,,,,,,22,1,21
14/01/2025 10:00,,,,54,25,29,56,24,32,,,,0,0,0,5,5,0,5,5,0,86,22,64,0,,,,,,,21,0,21
14/01/2025 11:00,,,,52,19,33,58,26,32,,,,0,0,0,5,5,0,7,7,0,74,26,48,0,,,,,,,21,0,21
14/01/2025 12:00,,,,57,34,23,71,39,32,,,,0,0,0,15,15,0,12,12,0,86,40,46,0,,,,,,,56,1,55
14/01/2025 13:00,,,,40,16,24,47,21,26,,,,0,0,0,9,9,0,13,13,0,104,45,59,0,,,,,,,66,0,66
14/01/2025 14:00,,,,42,22,20,56,24,32,,,,0,0,0,36,36,0,6,6,0,99,60,39,0,,,,,,,68,1,67
14/01/2025 15:00,,,,56,21,35,82,30,52,,,,0,0,0,45,45,0,13,13,0,128,80,48,0,,,,,,,68,1,67
14/01/2025 16:00,,,,50,18,32,77,26,51,,,,0,0,0,34,34,0,15,15,0,243,170,73,0,,,,,,,92,0,92
14/01/2025 17:00,,,,84,16,68,139,23,116,,,,0,0,0,32,32,0,30,30,0,481,366,115,0,,,,,,,156,2,154
14/01/2025 18:00,,,,81,13,68,123,23,100,,,,0,0,0,37,37,0,16,16,0,362,261,101,0,,,,,,,115,1,114
14/01/2025 19:00,,,,31,9,22,57,18,39,,,,0,0,0,15,15,0,11,11,0,184,123,61,0,,,,,,,93,0,93
14/01/2025 20:00,,,,15,5,10,27,6,21,,,,0,0,0,11,11,0,6,6,0,90,71,19,0,,,,,,,54,0,54
14/01/2025 21:00,,,,11,5,6,21,5,16,,,,0,0,0,9,9,0,7,7,0,64,43,21,0,,,,,,,30,0,30
14/01/2025 22:00,,,,4,2,2,14,5,9,,,,0,0,0,5,5,0,2,2,0,55,39,16,0,,,,,,,17,0,17
14/01/2025 23:00,,,,0,0,0,2,0,2,,,,0,0,0,2,2,0,1,1,0,23,17,6,0,,,,,,,21,0,21
15/01/2025 00:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,11,8,3,0,,,,,,,11,0,11
15/01/2025 01:00,,,,2,2,0,1,1,0,,,,0,0,0,0,0,0,2,2,0,6,5,1,0,,,,,,,2,0,2
15/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,3,0,3
15/01/2025 03:00,,,,1,1,0,2,0,2,,,,0,0,0,2,2,0,0,0,0,1,0,1,0,,,,,,,3,0,3
15/01/2025 04:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,6,0,6
15/01/2025 05:00,,,,5,3,2,9,5,4,,,,0,0,0,5,5,0,2,2,0,34,6,28,0,,,,,,,4,0,4
15/01/2025 06:00,,,,24,17,7,38,30,8,,,,0,0,0,6,6,0,7,7,0,106,21,85,0,,,,,,,12,0,12
15/01/2025 07:00,,,,65,51,14,96,80,16,,,,0,0,0,16,16,0,16,16,0,301,69,232,0,,,,,,,17,0,17
15/01/2025 08:00,,,,94,83,11,153,127,26,,,,0,0,0,37,37,0,102,102,0,737,100,637,0,,,,,,,47,0,47
15/01/2025 09:00,,,,47,27,20,61,40,21,,,,0,0,0,19,19,0,21,21,0,243,37,206,0,,,,,,,33,0,33
15/01/2025 10:00,,,,62,25,37,76,25,51,,,,0,0,0,9,9,0,9,9,0,93,29,64,0,,,,,,,25,0,25
15/01/2025 11:00,,,,79,30,49,82,31,51,,,,0,0,0,3,3,0,13,13,0,77,22,55,0,,,,,,,36,0,36
15/01/2025 12:00,,,,67,38,29,94,50,44,,,,0,0,0,10,10,0,5,5,0,88,36,52,0,,,,,,,51,0,51
15/01/2025 13:00,,,,75,35,40,97,46,51,,,,0,0,0,24,24,0,16,16,0,100,46,54,0,,,,,,,60,0,60
15/01/2025 14:00,,,,61,29,32,91,37,54,,,,0,0,0,17,17,0,19,19,0,108,58,50,0,,,,,,,66,0,66
15/01/2025 15:00,,,,72,34,38,92,38,54,,,,0,0,0,63,63,0,11,11,0,141,80,61,0,,,,,,,62,0,62
15/01/2025 16:00,,,,51,24,27,77,24,53,,,,0,0,0,32,32,0,15,15,0,242,159,83,0,,,,,,,87,1,86
15/01/2025 17:00,,,,103,26,77,143,35,108,,,,0,0,0,30,30,0,29,29,0,437,345,92,0,,,,,,,206,1,205
15/01/2025 18:00,,,,77,20,57,113,20,93,,,,0,0,0,36,36,0,17,17,0,315,229,86,0,,,,,,,156,1,155
15/01/2025 19:00,,,,41,7,34,69,18,51,,,,0,0,0,21,21,0,14,14,0,169,120,49,0,,,,,,,98,1,97
15/01/2025 20:00,,,,26,9,17,35,12,23,,,,0,0,0,11,11,0,2,2,0,104,70,34,0,,,,,,,92,0,92
15/01/2025 21:00,,,,6,1,5,14,3,11,,,,0,0,0,9,9,0,3,3,0,74,48,26,0,,,,,,,49,0,49
15/01/2025 22:00,,,,6,1,5,12,2,10,,,,0,0,0,5,5,0,4,4,0,61,39,22,0,,,,,,,46,0,46
15/01/2025 23:00,,,,0,0,0,5,2,3,,,,0,0,0,3,3,0,3,3,0,31,22,9,0,,,,,,,30,0,30
16/01/2025 00:00,,,,0,0,0,2,1,1,,,,0,0,0,2,2,0,2,2,0,18,13,5,0,,,,,,,17,0,17
16/01/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,7,3,4,0,,,,,,,1,0,1
16/01/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,3,3,0,0,,,,,,,8,0,8
16/01/2025 03:00,,,,0,0,0,3,2,1,,,,0,0,0,0,0,0,0,0,0,3,1,2,0,,,,,,,4,0,4
16/01/2025 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,1,4,0,,,,,,,3,0,3
16/01/2025 05:00,,,,2,1,1,3,1,2,,,,0,0,0,3,3,0,2,2,0,36,7,29,0,,,,,,,4,0,4
16/01/2025 06:00,,,,24,16,8,33,23,10,,,,0,0,0,11,11,0,6,6,0,109,19,90,0,,,,,,,9,0,9
16/01/2025 07:00,,,,58,48,10,90,70,20,,,,0,0,0,21,21,0,17,17,0,292,53,239,0,,,,,,,22,1,21
16/01/2025 08:00,,,,96,81,15,151,133,18,,,,0,0,0,36,36,0,93,93,0,695,79,616,0,,,,,,,45,0,45
16/01/2025 09:00,,,,44,28,16,68,49,19,,,,0,0,0,19,19,0,13,13,0,251,39,212,0,,,,,,,24,0,24
16/01/2025 10:00,,,,41,17,24,38,14,24,,,,0,0,0,3,3,0,8,8,0,69,20,49,0,,,,,,,27,0,27
16/01/2025 11:00,,,,42,21,21,68,27,41,,,,0,0,0,7,7,0,6,6,0,77,26,51,0,,,,,,,22,0,22
16/01/2025 12:00,,,,60,32,28,86,41,45,,,,0,0,0,10,10,0,8,8,0,98,32,66,0,,,,,,,50,0,50
16/01/2025 13:00,,,,58,29,29,87,44,43,,,,0,0,0,19,19,0,12,12,0,99,40,59,0,,,,,,,57,0,57
16/01/2025 14:00,,,,38,23,15,69,33,36,,,,0,0,0,19,19,0,9,9,0,92,49,43,0,,,,,,,46,0,46
16/01/2025 15:00,,,,68,22,46,90,34,56,,,,0,0,0,40,40,0,21,21,0,140,91,49,0,,,,,,,63,0,63
16/01/2025 16:00,,,,58,25,33,98,30,68,,,,0,0,0,42,42,0,27,27,0,249,171,78,0,,,,,,,107,0,107
16/01/2025 17:00,,,,81,15,66,143,31,112,,,,0,0,0,38,38,0,18,18,0,405,296,109,0,,,,,,,198,0,198
16/01/2025 18:00,,,,84,16,68,135,25,110,,,,0,0,0,27,27,0,22,22,0,331,234,97,0,,,,,,,143,0,143
16/01/2025 19:00,,,,46,10,36,66,12,54,,,,0,0,0,18,18,0,13,13,0,182,120,62,0,,,,,,,101,1,100
16/01/2025 20:00,,,,19,9,10,25,4,21,,,,0,0,0,14,14,0,8,8,0,121,71,50,0,,,,,,,67,1,66
16/01/2025 21:00,,,,9,2,7,30,11,19,,,,0,0,0,11,11,0,4,4,0,66,47,19,0,,,,,,,49,0,49
16/01/2025 22:00,,,,3,1,2,14,5,9,,,,0,0,0,6,6,0,3,3,0,52,35,17,0,,,,,,,55,0,55
16/01/2025 23:00,,,,1,1,0,7,2,5,,,,0,0,0,2,2,0,0,0,0,38,26,12,0,,,,,,,31,0,31
17/01/2025 00:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,1,1,0,14,11,3,0,,,,,,,24,1,23
17/01/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,3,1,2,0,,,,,,,0,0,0
17/01/2025 02:00,,,,0,0,0,3,1,2,,,,0,0,0,0,0,0,0,0,0,7,5,2,0,,,,,,,5,0,5
17/01/2025 03:00,,,,1,1,0,2,0,2,,,,0,0,0,1,1,0,1,1,0,2,2,0,0,,,,,,,3,0,3
17/01/2025 04:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,1,0,1
17/01/2025 05:00,,,,1,1,0,3,1,2,,,,0,0,0,3,3,0,1,1,0,26,10,16,0,,,,,,,6,0,6
17/01/2025 06:00,,,,16,11,5,25,18,7,,,,0,0,0,6,6,0,5,5,0,101,25,76,0,,,,,,,10,0,10
